epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,2036.55,1.25279,0.97067,1.09312,0.67898,0.59992,0.64189,0.39113,1.18943,0.88219,1.06003,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,2204.65,1.23247,0.93836,1.08193,0.66365,0.59203,0.65955,0.40048,1.17425,0.86098,1.05469,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,2372.8,1.22971,0.93466,1.08014,0.67795,0.61007,0.66783,0.40651,1.16043,0.85568,1.04507,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,2540.53,1.21802,0.91602,1.07478,0.67456,0.63528,0.67502,0.41536,1.1578,0.82389,1.04272,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,2709.17,1.21221,0.90223,1.07224,0.67731,0.61516,0.68377,0.42316,1.1416,0.81135,1.04062,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2877.23,1.20378,0.88805,1.06811,0.70472,0.62384,0.69094,0.4314,1.14005,0.80546,1.03745,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3044.97,1.20365,0.88296,1.06731,0.71452,0.62279,0.68745,0.42719,1.13203,0.79322,1.0326,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,3212.76,1.19544,0.86956,1.06254,0.70107,0.63491,0.69297,0.43044,1.13584,0.78017,1.0364,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,3380.62,1.18387,0.85753,1.0585,0.72404,0.66368,0.70675,0.44123,1.11888,0.76515,1.02665,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,3548.63,1.18421,0.85062,1.05585,0.73602,0.63133,0.70237,0.4399,1.11718,0.76187,1.02672,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,3716.37,1.18036,0.84317,1.05515,0.72522,0.65596,0.72199,0.45566,1.11602,0.75163,1.02654,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,3884.29,1.1711,0.83298,1.05124,0.68521,0.67612,0.71654,0.45092,1.10867,0.7389,1.02032,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,4051.9,1.17737,0.83548,1.05053,0.75367,0.65031,0.73083,0.46163,1.10835,0.73982,1.02047,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,4220.2,1.16855,0.82402,1.04775,0.76973,0.67238,0.73163,0.4632,1.10041,0.72692,1.01738,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,4387.97,1.16467,0.82135,1.04534,0.7321,0.70689,0.73059,0.46207,1.10193,0.72639,1.01809,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,4555.74,1.15955,0.81279,1.04242,0.78771,0.69282,0.73858,0.46965,1.10105,0.72416,1.01689,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4723.32,1.1589,0.80606,1.04209,0.72607,0.69926,0.72765,0.46039,1.09609,0.71814,1.01499,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4891.1,1.14909,0.79711,1.04034,0.74655,0.69405,0.73741,0.46942,1.09242,0.71408,1.01218,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,5058.77,1.14997,0.79346,1.03882,0.8064,0.68348,0.74711,0.47702,1.09315,0.71076,1.01203,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,5226.63,1.15099,0.79096,1.03739,0.77697,0.67276,0.73788,0.46961,1.09165,0.70712,1.01128,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,5394.23,1.14374,0.78433,1.03413,0.76244,0.66577,0.73474,0.46562,1.09045,0.70625,1.01065,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,5561.71,1.14583,0.789,1.0335,0.76999,0.66697,0.73464,0.465,1.08821,0.70235,1.00935,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,5729.6,1.1374,0.77745,1.03219,0.7477,0.67954,0.73162,0.46187,1.08743,0.70219,1.00896,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5897.47,1.13755,0.77404,1.03029,0.74812,0.69152,0.73402,0.46521,1.08652,0.69975,1.00851,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,6064.96,1.1276,0.76393,1.02847,0.749,0.69008,0.73664,0.4682,1.08539,0.69611,1.00814,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,6232.63,1.12782,0.76571,1.02666,0.76589,0.68339,0.73998,0.47149,1.08374,0.69379,1.00741,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,6400.42,1.12396,0.75968,1.02776,0.7791,0.67891,0.74171,0.47235,1.08227,0.69145,1.00687,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,6568.22,1.1303,0.75552,1.02804,0.78239,0.68063,0.74697,0.47739,1.08213,0.69076,1.00648,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,6735.85,1.12329,0.75047,1.0235,0.77986,0.68403,0.7472,0.47783,1.08116,0.68921,1.00617,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,6903.68,1.12107,0.74341,1.0248,0.77353,0.68709,0.74783,0.47846,1.07986,0.68761,1.00574,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,7071.11,1.11344,0.74076,1.0205,0.77634,0.69283,0.74894,0.47875,1.07922,0.68607,1.00544,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,7238.9,1.11929,0.74257,1.0215,0.7765,0.69457,0.7493,0.47901,1.07803,0.68451,1.00489,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,7406.9,1.11088,0.73417,1.02083,0.78612,0.68459,0.74991,0.47981,1.07805,0.6836,1.00512,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,7575.08,1.11365,0.73519,1.0201,0.78524,0.68425,0.75071,0.4807,1.07761,0.68281,1.00502,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,7743.19,1.1083,0.73466,1.01817,0.77011,0.69427,0.75118,0.48088,1.07744,0.68205,1.00514,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,7911.33,1.10831,0.72517,1.01802,0.75571,0.7024,0.75359,0.48166,1.07687,0.68101,1.00458,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,8079.45,1.09775,0.71893,1.01529,0.75585,0.70681,0.75181,0.48147,1.07639,0.67987,1.00431,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,8247.42,1.09972,0.71888,1.01479,0.75258,0.71267,0.75239,0.48225,1.07553,0.67871,1.00386,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,8416.07,1.09677,0.71577,1.01183,0.75421,0.71319,0.75339,0.48324,1.07542,0.67751,1.00343,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,8584.11,1.09433,0.71314,1.01027,0.75688,0.71286,0.75352,0.48328,1.07463,0.67648,1.00294,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,8752.39,1.09475,0.71055,1.01038,0.76265,0.70841,0.75413,0.48428,1.07445,0.67486,1.00269,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,8920.45,1.08947,0.70113,1.00865,0.76404,0.70875,0.75631,0.48645,1.07383,0.6739,1.00238,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,9088.37,1.0954,0.70576,1.00881,0.76396,0.70935,0.75618,0.48557,1.07285,0.67283,1.00174,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,9256.17,1.08575,0.69508,1.00871,0.76449,0.71002,0.7564,0.48575,1.07219,0.67178,1.00147,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,9424.31,1.08475,0.69696,1.0052,0.76538,0.7102,0.7546,0.48435,1.07193,0.67036,1.0012,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,9592.57,1.07678,0.68807,1.00619,0.76503,0.71424,0.75405,0.48427,1.07135,0.66949,1.00097,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,9760.5,1.0755,0.68668,1.00329,0.76432,0.71749,0.75429,0.48488,1.07087,0.66822,1.00074,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,9928.96,1.07058,0.68271,1.00429,0.76076,0.71888,0.75437,0.48438,1.07031,0.66714,1.00037,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,10097.3,1.06826,0.6828,1.00208,0.76238,0.71801,0.75354,0.48312,1.07006,0.66593,1.00022,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,10265.5,1.06759,0.67665,1.00117,0.75982,0.71974,0.75276,0.48261,1.06973,0.66468,1.00006,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,10434,1.07132,0.67773,1.00016,0.756,0.72125,0.75252,0.48217,1.06941,0.66358,0.99972,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,10602.2,1.06714,0.67315,1.00215,0.75895,0.72044,0.75246,0.48286,1.06904,0.66257,0.99969,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,10770.5,1.06533,0.66922,0.99951,0.75759,0.72217,0.75296,0.4831,1.06849,0.66111,0.99939,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,10938.7,1.06283,0.66853,0.99862,0.75219,0.72473,0.75314,0.48332,1.06828,0.65948,0.9992,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,11106.8,1.0643,0.66735,0.9974,0.75403,0.72539,0.75283,0.48355,1.06796,0.65819,0.99904,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,11276.3,1.0545,0.65902,0.99634,0.7457,0.72901,0.75327,0.48403,1.06742,0.65714,0.99886,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,11444.5,1.0578,0.6567,0.99718,0.76309,0.72105,0.75443,0.48529,1.06713,0.65598,0.9987,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,11612.2,1.04823,0.64979,0.99301,0.7511,0.72882,0.75498,0.4859,1.06651,0.655,0.99831,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,11780.4,1.0529,0.65178,0.99347,0.75855,0.7275,0.75652,0.48652,1.06642,0.65355,0.99825,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,11948.5,1.04811,0.64648,0.99272,0.75895,0.72796,0.75776,0.48735,1.06618,0.65185,0.99794,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,12116.9,1.04333,0.64441,0.99153,0.76457,0.72545,0.75866,0.48806,1.06596,0.65076,0.99778,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,12285.2,1.04091,0.63851,0.98845,0.77446,0.72148,0.75948,0.48839,1.06562,0.6496,0.99753,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,12453.3,1.04348,0.6394,0.99007,0.78125,0.71943,0.75985,0.48884,1.06518,0.64807,0.99721,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,12621.7,1.03849,0.63626,0.98738,0.78289,0.7196,0.761,0.49035,1.06467,0.64664,0.99691,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,12789.5,1.0338,0.63077,0.98676,0.78638,0.71709,0.76259,0.49196,1.06406,0.64534,0.9967,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,12958,1.03737,0.63061,0.98626,0.78442,0.72007,0.76314,0.49238,1.06382,0.64365,0.99656,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,13126.3,1.03048,0.62349,0.98393,0.78368,0.72245,0.76451,0.49364,1.06309,0.64237,0.99626,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,13294.4,1.02549,0.62098,0.98285,0.78177,0.72315,0.76566,0.4947,1.06278,0.64104,0.99597,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,13463.1,1.02048,0.61761,0.98058,0.78268,0.7218,0.76603,0.49519,1.06295,0.63973,0.99599,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,13631.3,1.02183,0.61441,0.98092,0.78653,0.72147,0.76648,0.49509,1.06266,0.6385,0.99596,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,13799.6,1.01798,0.61267,0.98044,0.78592,0.72351,0.76773,0.49627,1.06215,0.63747,0.99584,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,13967.7,1.01579,0.60911,0.97979,0.78512,0.7233,0.76863,0.49678,1.06212,0.63588,0.99572,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,14135.9,1.013,0.60475,0.97742,0.78461,0.72287,0.76961,0.49756,1.06178,0.63495,0.99546,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,14304.1,1.01083,0.60165,0.97524,0.78794,0.72185,0.76892,0.49712,1.06156,0.63321,0.99533,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,14472.3,1.00442,0.59665,0.97417,0.79092,0.7226,0.76935,0.49742,1.061,0.63177,0.9951,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,14640.5,1.00548,0.5969,0.97595,0.78972,0.72631,0.76981,0.49836,1.06127,0.63049,0.99531,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,14808.5,1.00321,0.59246,0.97325,0.79124,0.72638,0.77003,0.49852,1.06109,0.62966,0.99509,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,14977.1,1.00095,0.58761,0.97257,0.78065,0.71059,0.77001,0.49889,1.06061,0.6286,0.99502,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,15145,1.0021,0.5899,0.9715,0.78126,0.71161,0.77023,0.49956,1.06034,0.62742,0.99485,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,15313.1,0.99517,0.58338,0.97162,0.78137,0.71196,0.76989,0.49941,1.06034,0.62684,0.99483,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,15493.4,0.98396,0.53431,0.95974,0.77835,0.71478,0.77043,0.49894,1.0599,0.62563,0.99485,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,15659.1,0.97563,0.52247,0.9559,0.7783,0.71522,0.77035,0.49924,1.05923,0.62425,0.99455,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,15824.6,0.97285,0.51715,0.95609,0.77285,0.72041,0.77166,0.50076,1.05881,0.62308,0.99444,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,15990.3,0.96632,0.5135,0.95219,0.76242,0.73735,0.77207,0.50021,1.0586,0.62173,0.99419,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,16155.5,0.95992,0.5056,0.94936,0.76541,0.73777,0.77271,0.50012,1.05813,0.62032,0.99397,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,16324,0.95861,0.50172,0.95012,0.76675,0.73926,0.77189,0.49972,1.05759,0.61954,0.99347,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,16497.6,0.95211,0.49999,0.94758,0.7668,0.73918,0.77233,0.49994,1.05738,0.61855,0.99354,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,16662.3,0.94746,0.49616,0.94652,0.76347,0.73239,0.77375,0.50129,1.0569,0.61745,0.99323,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,16827.1,0.94563,0.49009,0.94573,0.78417,0.72237,0.77245,0.50036,1.05664,0.61644,0.99337,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,16992.3,0.94479,0.48964,0.94487,0.78319,0.72419,0.77216,0.49959,1.05658,0.61573,0.99343,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
