epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
21,3628.57,1.17375,0.83946,1.05215,0.7118,0.67206,0.70611,0.44029,1.11845,0.75939,1.02359,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,3794.95,1.17234,0.83169,1.05148,0.71771,0.67481,0.71107,0.44743,1.11515,0.74872,1.02343,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,3961.07,1.16292,0.82467,1.04939,0.69594,0.6953,0.72096,0.45328,1.10943,0.73829,1.02023,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,4127.76,1.16709,0.82133,1.04916,0.70558,0.69228,0.72184,0.45269,1.10606,0.73582,1.02014,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,4294.88,1.15018,0.80982,1.0432,0.7532,0.67837,0.72678,0.45591,1.10335,0.73267,1.01747,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,4461.18,1.15803,0.80896,1.04429,0.76328,0.65871,0.72969,0.45918,1.09869,0.72582,1.01473,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4627.5,1.15394,0.80119,1.04156,0.73736,0.68446,0.73251,0.4613,1.10005,0.71981,1.01483,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4794.14,1.14953,0.79868,1.04211,0.77478,0.66831,0.7352,0.46423,1.09937,0.71372,1.01459,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,4960.75,1.1447,0.79085,1.03893,0.75537,0.7043,0.74161,0.47012,1.09699,0.71006,1.01327,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,5127.01,1.14465,0.7841,1.03698,0.70969,0.73196,0.73901,0.46781,1.0974,0.70815,1.01326,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,5293.65,1.14221,0.78471,1.03777,0.70433,0.71817,0.74259,0.46874,1.0951,0.70274,1.01277,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,5459.95,1.12978,0.77079,1.03216,0.72314,0.71874,0.7454,0.47362,1.09237,0.69856,1.01134,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,5627.55,1.13174,0.77214,1.03067,0.74092,0.70287,0.74703,0.47516,1.09097,0.69668,1.01082,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5795.43,1.13153,0.76556,1.03091,0.74595,0.73137,0.75264,0.48055,1.08965,0.69394,1.01127,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5963.04,1.12204,0.75965,1.02975,0.79919,0.6879,0.75507,0.48341,1.0887,0.69002,1.01048,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,6130.15,1.11816,0.7558,1.02658,0.75187,0.73686,0.75759,0.48513,1.08691,0.68948,1.0091,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,6296.47,1.11976,0.75353,1.0261,0.76826,0.72732,0.75719,0.4849,1.08691,0.68717,1.00889,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,6463.3,1.11987,0.74534,1.02604,0.75938,0.73273,0.75814,0.48565,1.08633,0.68614,1.00896,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,6630,1.11633,0.74326,1.02339,0.77466,0.72185,0.75695,0.48392,1.08546,0.68508,1.00832,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,6796.74,1.11063,0.73648,1.0232,0.77292,0.71804,0.75856,0.48548,1.08502,0.68356,1.00808,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,6963.42,1.1101,0.73859,1.02405,0.7656,0.71577,0.75832,0.48569,1.08458,0.68149,1.00783,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,7129.91,1.10868,0.7327,1.01916,0.77348,0.71347,0.7567,0.48532,1.08415,0.68062,1.00749,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,7296.66,1.10511,0.72909,1.01904,0.78451,0.71678,0.75814,0.48628,1.08324,0.67999,1.00715,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,7463.81,1.10059,0.72576,1.01792,0.78476,0.71092,0.75848,0.48769,1.0827,0.67864,1.0068,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,7631.1,1.09292,0.71907,1.01505,0.78285,0.70626,0.7581,0.48719,1.08168,0.67777,1.0061,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,7798.15,1.09876,0.71991,1.01661,0.78133,0.70445,0.75926,0.48797,1.08098,0.67627,1.00572,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,7968.81,1.09737,0.71579,1.01702,0.80085,0.69929,0.76398,0.49251,1.08044,0.67474,1.0055,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,8135.44,1.09914,0.7156,1.01525,0.7658,0.71355,0.76472,0.49325,1.07975,0.67356,1.005,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,8302.34,1.08846,0.71021,1.01304,0.7777,0.71034,0.76512,0.49345,1.07927,0.67311,1.00486,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,8469.17,1.09135,0.70875,1.0128,0.77046,0.71374,0.76799,0.49583,1.07882,0.67159,1.0044,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,8635.99,1.08229,0.69848,1.00765,0.75375,0.74134,0.7692,0.49725,1.07827,0.67021,1.004,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,8803.01,1.084,0.70331,1.01023,0.76177,0.74995,0.77178,0.49946,1.07788,0.66881,1.00383,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,8969.47,1.08784,0.69837,1.00888,0.81126,0.71107,0.77125,0.49898,1.07707,0.66763,1.00357,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,9137.03,1.08125,0.69621,1.0082,0.7772,0.72597,0.77193,0.50014,1.07644,0.66616,1.00338,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,9304.48,1.07408,0.68838,1.00632,0.77185,0.7292,0.77217,0.50013,1.07563,0.66464,1.00307,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,9482.35,1.07773,0.68852,1.00727,0.74728,0.75029,0.77326,0.50035,1.07502,0.66365,1.00271,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,9650.13,1.07692,0.68453,1.0056,0.7894,0.72308,0.77383,0.50124,1.07481,0.66253,1.00253,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,9817.26,1.06866,0.6774,1.00112,0.74443,0.75332,0.77303,0.50046,1.07446,0.66096,1.00222,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,9986.79,1.06931,0.67335,1.00008,0.74393,0.75608,0.77344,0.50105,1.07408,0.65946,1.00193,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,10153.9,1.06296,0.6707,1.00244,0.74726,0.75563,0.77385,0.50151,1.07357,0.65784,1.00167,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,10320.9,1.05927,0.66658,1.00004,0.75829,0.74907,0.77424,0.50178,1.07337,0.65703,1.00145,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,10487.2,1.06127,0.66498,0.99897,0.76491,0.74826,0.77422,0.50142,1.07278,0.65601,1.0011,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,10654.3,1.06067,0.66517,0.99945,0.78046,0.73153,0.77531,0.50227,1.0724,0.65443,1.0008,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,10821,1.05319,0.65885,0.99753,0.78343,0.7332,0.77441,0.50202,1.07171,0.65316,1.00041,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,10987.7,1.05711,0.66153,0.99642,0.79964,0.72866,0.7745,0.50174,1.07123,0.65196,1.00019,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,11155.3,1.05356,0.65789,0.9956,0.79416,0.73178,0.77526,0.50235,1.07089,0.65082,0.9999,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,11325.4,1.0531,0.65193,0.99329,0.79338,0.73156,0.77596,0.50304,1.07071,0.64969,0.99961,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,11492.2,1.05204,0.64976,0.99358,0.801,0.73226,0.77771,0.50402,1.07059,0.64861,0.99944,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,11658.7,1.04842,0.64459,0.99449,0.80183,0.73249,0.77697,0.50353,1.07026,0.64715,0.99929,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,11825.1,1.04364,0.6422,0.99065,0.80316,0.73277,0.77729,0.5039,1.06986,0.64577,0.99896,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,11991.5,1.0388,0.63896,0.99013,0.80108,0.73254,0.77715,0.5037,1.06979,0.64452,0.99882,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,12157.7,1.03535,0.6344,0.9861,0.8074,0.73099,0.77732,0.50404,1.06963,0.64268,0.99834,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,12324.1,1.02948,0.63179,0.98807,0.80975,0.73024,0.77778,0.5041,1.06929,0.64157,0.9979,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,12490.1,1.03011,0.62782,0.98586,0.80737,0.73142,0.77806,0.50471,1.06861,0.63993,0.99763,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,12656.3,1.03181,0.62861,0.98698,0.81516,0.72108,0.77978,0.50632,1.06835,0.63899,0.99742,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,12823.1,1.03001,0.62426,0.98285,0.82352,0.71735,0.77885,0.50592,1.06801,0.63791,0.99712,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,12990.2,1.03158,0.62275,0.98382,0.83016,0.71529,0.77917,0.50675,1.06746,0.63695,0.99677,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,13157.4,1.01765,0.61114,0.98053,0.83499,0.71328,0.77946,0.50712,1.06739,0.63555,0.99659,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,13324.5,1.02058,0.61387,0.98272,0.82944,0.72425,0.78018,0.50726,1.06704,0.63462,0.99644,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,13490.8,1.01545,0.60963,0.98118,0.82087,0.72823,0.7798,0.50661,1.06675,0.63359,0.99637,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,13657.2,1.01347,0.60745,0.98087,0.8235,0.72798,0.78013,0.50711,1.0663,0.63193,0.99619,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,13823.4,1.00632,0.60264,0.97717,0.82477,0.72883,0.7809,0.50795,1.06595,0.63101,0.99595,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,13990.1,1.00124,0.59582,0.97698,0.82415,0.72957,0.78107,0.50817,1.06573,0.62986,0.99579,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,14157,1.00356,0.59479,0.97645,0.82518,0.72881,0.78128,0.50843,1.0653,0.62879,0.99573,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,14324,1.00167,0.59315,0.97494,0.82339,0.73744,0.78205,0.50781,1.06514,0.62761,0.99552,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,14490.8,1.00202,0.59409,0.97583,0.81366,0.73949,0.7831,0.50947,1.06468,0.62631,0.9952,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,14657.3,0.99426,0.58376,0.97152,0.81084,0.73911,0.78376,0.50989,1.06429,0.6257,0.9949,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,14824.6,0.99613,0.58404,0.97321,0.80132,0.74355,0.78386,0.50994,1.06382,0.62459,0.99461,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,14991.4,0.99733,0.58398,0.97206,0.8024,0.74357,0.78423,0.51048,1.06368,0.62345,0.99438,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,15158.3,0.98844,0.57569,0.9699,0.80411,0.74188,0.78442,0.50989,1.06325,0.62249,0.99412,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,15336.9,0.98082,0.52935,0.95848,0.80993,0.7404,0.78495,0.51072,1.06312,0.62173,0.99389,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,15500.9,0.97143,0.51775,0.95588,0.77845,0.76046,0.78541,0.51128,1.06277,0.62042,0.99346,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,15664.8,0.96296,0.51116,0.95374,0.77577,0.7613,0.78433,0.51079,1.06218,0.61951,0.99315,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,15828.6,0.95805,0.50496,0.94998,0.77077,0.76123,0.78617,0.51275,1.06167,0.61808,0.99294,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,15992.7,0.95498,0.49999,0.94964,0.83944,0.72505,0.786,0.51231,1.061,0.61693,0.99272,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,16156.1,0.95225,0.4985,0.94971,0.83888,0.72546,0.78594,0.513,1.06073,0.61591,0.99247,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,16320.5,0.94626,0.49221,0.94921,0.83815,0.72711,0.78658,0.51354,1.06028,0.61491,0.99226,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,16484.8,0.94501,0.48962,0.94585,0.84322,0.72465,0.78727,0.51454,1.05973,0.61388,0.99202,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,16649.8,0.93994,0.4872,0.94323,0.84619,0.72278,0.78633,0.51305,1.0593,0.61257,0.99181,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,16814.1,0.9388,0.48263,0.94416,0.79568,0.76183,0.78696,0.51368,1.05913,0.61172,0.99153,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
